"sex" "age" "period" "region" "outcome" "cases" "pop"
"2419" 1 4 2 10 "Incidence" 5 8406
"2420" 2 4 2 10 "Incidence" 6 7877
"2421" 1 5 2 10 "Incidence" 6 4792
"2422" 2 5 2 10 "Incidence" 8 5808
"2423" 1 6 2 10 "Incidence" 4 2105
"2424" 2 6 2 10 "Incidence" 4 3448
"2425" 1 1 3 10 "Incidence" 17 38138
"2426" 2 1 3 10 "Incidence" 17 33604
"2427" 1 2 3 10 "Incidence" 7 9568
"2428" 2 2 3 10 "Incidence" 4 7533
"2429" 1 3 3 10 "Incidence" 5 8010
"2430" 2 3 3 10 "Incidence" 4 6739
"2431" 1 4 3 10 "Incidence" 4 8469
"2432" 2 4 3 10 "Incidence" 5 7748
"2433" 1 5 3 10 "Incidence" 7 5138
"2434" 2 5 3 10 "Incidence" 5 6100
"2435" 1 6 3 10 "Incidence" 4 2223
"2436" 2 6 3 10 "Incidence" 4 3755
"2437" 1 1 4 10 "Incidence" 17 36985
"2438" 2 1 4 10 "Incidence" 18 32803
"2439" 1 2 4 10 "Incidence" 4 10018
"2440" 2 2 4 10 "Incidence" 5 7764
"2441" 1 3 4 10 "Incidence" 6 7831
"2442" 2 3 4 10 "Incidence" 5 6566
"2443" 1 4 4 10 "Incidence" 6 8532
"2444" 2 4 4 10 "Incidence" 6 7619
"2445" 1 5 4 10 "Incidence" 5 5484
"2446" 2 5 4 10 "Incidence" 7 6392
"2447" 1 6 4 10 "Incidence" 4 2341
"2448" 2 6 4 10 "Incidence" 5 4062
"2449" 1 1 5 10 "Incidence" 16 37031
"2450" 2 1 5 10 "Incidence" 19 32805
"2451" 1 2 5 10 "Incidence" 5 10834
"2452" 2 2 5 10 "Incidence" 4 8353
"2453" 1 3 5 10 "Incidence" 6 8223
"2454" 2 3 5 10 "Incidence" 4 6819
"2455" 1 4 5 10 "Incidence" 5 8746
"2456" 2 4 5 10 "Incidence" 5 7663
"2457" 1 5 5 10 "Incidence" 6 6040
"2458" 2 5 5 10 "Incidence" 4 6906
"2459" 1 6 5 10 "Incidence" 4 2536
"2460" 2 6 5 10 "Incidence" 5 4406
"2461" 1 1 6 10 "Incidence" 18 34893
"2462" 2 1 6 10 "Incidence" 16 30919
"2463" 1 2 6 10 "Incidence" 4 10879
"2464" 2 2 6 10 "Incidence" 5 8379
"2465" 1 3 6 10 "Incidence" 5 8520
"2466" 2 3 6 10 "Incidence" 4 6957
"2467" 1 4 6 10 "Incidence" 6 8122
"2468" 2 4 6 10 "Incidence" 5 7141
"2469" 1 5 6 10 "Incidence" 7 6293
"2470" 2 5 6 10 "Incidence" 9 7008
"2471" 1 6 6 10 "Incidence" 5 2537
"2472" 2 6 6 10 "Incidence" 5 4461
"2473" 1 1 7 10 "Incidence" NA 34399
"2474" 2 1 7 10 "Incidence" NA 30093
"2475" 1 2 7 10 "Incidence" NA 11136
"2476" 2 2 7 10 "Incidence" NA 8702
"2477" 1 3 7 10 "Incidence" NA 8965
"2478" 2 3 7 10 "Incidence" NA 7289
"2479" 1 4 7 10 "Incidence" NA 7594
"2480" 2 4 7 10 "Incidence" NA 6673
"2481" 1 5 7 10 "Incidence" NA 6534
"2482" 2 5 7 10 "Incidence" NA 7041
"2483" 1 6 7 10 "Incidence" NA 2671
"2484" 2 6 7 10 "Incidence" NA 4806
"2521" 1 1 1 11 "Incidence" 19 155468
"2522" 2 1 1 11 "Incidence" 18 152254
"2523" 1 2 1 11 "Incidence" 6 33303
"2524" 2 2 1 11 "Incidence" 6 34353
"2525" 1 3 1 11 "Incidence" 11 25979
"2526" 2 3 1 11 "Incidence" 6 27008
"2527" 1 4 1 11 "Incidence" 16 19879
"2528" 2 4 1 11 "Incidence" 7 23438
"2529" 1 5 1 11 "Incidence" 14 11184
"2530" 2 5 1 11 "Incidence" 7 17145
"2531" 1 6 1 11 "Incidence" 10 4466
"2532" 2 6 1 11 "Incidence" 4 8830
"2533" 1 1 2 11 "Incidence" 19 153931
"2534" 2 1 2 11 "Incidence" 18 150418
"2535" 1 2 2 11 "Incidence" 7 34899
"2536" 2 2 2 11 "Incidence" 6 36308
"2537" 1 3 2 11 "Incidence" 10 26300
"2538" 2 3 2 11 "Incidence" 6 27239
"2539" 1 4 2 11 "Incidence" 12 21047
"2540" 2 4 2 11 "Incidence" 12 24411
"2541" 1 5 2 11 "Incidence" 8 11675
"2542" 2 5 2 11 "Incidence" 12 18001
"2543" 1 6 2 11 "Incidence" 5 4963
"2544" 2 6 2 11 "Incidence" 5 9846
"2545" 1 1 3 11 "Incidence" 21 151302
"2546" 2 1 3 11 "Incidence" 20 147491
"2547" 1 2 3 11 "Incidence" 8 35054
"2548" 2 2 3 11 "Incidence" 5 37129
"2549" 1 3 3 11 "Incidence" 8 27229
"2550" 2 3 3 11 "Incidence" 8 28277
"2551" 1 4 3 11 "Incidence" 14 21887
"2552" 2 4 3 11 "Incidence" 13 25116
"2553" 1 5 3 11 "Incidence" 9 12516
"2554" 2 5 3 11 "Incidence" 13 18775
"2555" 1 6 3 11 "Incidence" 8 5360
"2556" 2 6 3 11 "Incidence" 4 10907
"2557" 1 1 4 11 "Incidence" 20 148673
"2558" 2 1 4 11 "Incidence" 18 144564
"2559" 1 2 4 11 "Incidence" 6 35209
"2560" 2 2 4 11 "Incidence" 6 37950
"2561" 1 3 4 11 "Incidence" 9 28158
"2562" 2 3 4 11 "Incidence" 7 29315
"2563" 1 4 4 11 "Incidence" 8 22727
"2564" 2 4 4 11 "Incidence" 14 25821
"2565" 1 5 4 11 "Incidence" 11 13357
"2566" 2 5 4 11 "Incidence" 11 19549
"2567" 1 6 4 11 "Incidence" 7 5757
"2568" 2 6 4 11 "Incidence" 4 11968
"2569" 1 1 5 11 "Incidence" 23 151482
"2570" 2 1 5 11 "Incidence" 22 146976
"2571" 1 2 5 11 "Incidence" 10 37170
"2572" 2 2 5 11 "Incidence" 6 39979
"2573" 1 3 5 11 "Incidence" 8 30438
"2574" 2 3 5 11 "Incidence" 7 31709
"2575" 1 4 5 11 "Incidence" 10 23900
"2576" 2 4 5 11 "Incidence" 13 26879
"2577" 1 5 5 11 "Incidence" 12 14625
"2578" 2 5 5 11 "Incidence" 10 20899
"2579" 1 6 5 11 "Incidence" 5 6223
"2580" 2 6 5 11 "Incidence" 9 13352
"2581" 1 1 6 11 "Incidence" 20 154931
"2582" 2 1 6 11 "Incidence" 21 149612
"2583" 1 2 6 11 "Incidence" 8 38171
"2584" 2 2 6 11 "Incidence" 5 40662
"2585" 1 3 6 11 "Incidence" 7 33384
"2586" 2 3 6 11 "Incidence" 9 34889
"2587" 1 4 6 11 "Incidence" 6 23840
"2588" 2 4 6 11 "Incidence" 8 26872
"2589" 1 5 6 11 "Incidence" 14 15831
"2590" 2 5 6 11 "Incidence" 12 21912
"2591" 1 6 6 11 "Incidence" 6 6447
"2592" 2 6 6 11 "Incidence" 9 14351
"2593" 1 1 7 11 "Incidence" NA 163318
"2594" 2 1 7 11 "Incidence" NA 157275
"2595" 1 2 7 11 "Incidence" NA 40822
"2596" 2 2 7 11 "Incidence" NA 42722
"2597" 1 3 7 11 "Incidence" NA 35178
"2598" 2 3 7 11 "Incidence" NA 37207
"2599" 1 4 7 11 "Incidence" NA 24145
"2600" 2 4 7 11 "Incidence" NA 26926
"2601" 1 5 7 11 "Incidence" NA 16835
"2602" 2 5 7 11 "Incidence" NA 22902
"2603" 1 6 7 11 "Incidence" NA 7040
"2604" 2 6 7 11 "Incidence" NA 15481
